Wavelength_nm_,x_gamma_60Nm,x_gamma_80Nm,x_gamma_100Nm,x_gamma_120Nm,x_gamma__infty
1572,0.162163642647901,0.161921212743377,0.164761941299326,0.167857395712592,0.191082105684877
1573,0.16212003715817,0.161924124023367,0.164774958767006,0.167873691937536,0.191104308761467
1574,0.162076751748675,0.161927256765668,0.164788072452437,0.167890010061809,0.191126594468072
1575,0.162033785809739,0.161930610548445,0.16480128217235,0.167906350043697,0.191148962647302
1576,0.161991138733232,0.161934184950937,0.164814587743935,0.167922711841592,0.191171413142166
1577,0.161948809912568,0.161937979553449,0.164827988984851,0.167939095413994,0.19119394579607
1578,0.161906798742699,0.161941993937349,0.164841485713217,0.167955500719506,0.191216560452821
1579,0.161865104620106,0.161946227685067,0.164855077747612,0.167971927716836,0.191239256956616
1580,0.161823726942802,0.16195068038009,0.164868764907076,0.167988376364797,0.19126203515205
1581,0.161782665110322,0.161955351606956,0.164882547011106,0.168004846622307,0.191284894884111
1582,0.161741918523718,0.161960240951258,0.164896423879654,0.168021338448387,0.191307835998178
1583,0.161701486585556,0.161965347999632,0.16491039533313,0.16803785180216,0.191330858340021
1584,0.161661368699912,0.161970672339761,0.164924461192396,0.168054386642856,0.1913539617558
1585,0.161621564272364,0.161976213560368,0.164938621278766,0.168070942929805,0.191377146092062
1586,0.16158207270999,0.16198197125121,0.164952875414002,0.168087520622439,0.191400411195742
1587,0.161542893421363,0.161987945003082,0.164967223420321,0.168104119680296,0.19142375691416
1588,0.161504025816544,0.161994134407809,0.164981665120383,0.168120740063012,0.191447183095023
1589,0.161465469307082,0.16200053905824,0.164996200337297,0.168137381730326,0.191470689586418
1590,0.161427223306004,0.162007158548255,0.165010828894616,0.168154044642079,0.191494276236815
1591,0.161389287227813,0.162013992472748,0.165025550616337,0.168170728758212,0.191517942895068
1592,0.161351660488483,0.162021040427635,0.165040365326897,0.168187434038767,0.191541689410406
1593,0.161314342505456,0.162028302009845,0.165055272851178,0.168204160443887,0.19156551563244
1594,0.161277332697634,0.16203577681732,0.165070273014498,0.168220907933813,0.191589421411159
1595,0.161240630485377,0.162043464449008,0.165085365642615,0.168237676468888,0.191613406596924
1596,0.161204235290499,0.162051364504865,0.165100550561722,0.168254466009553,0.191637471040475
1597,0.16116814653626,0.162059476585847,0.16511582759845,0.168271276516349,0.191661614592924
1598,0.161132363647366,0.162067800293909,0.165131196579861,0.168288107949915,0.191685837105756
1599,0.161096886049958,0.162076335232002,0.16514665733345,0.168304960270989,0.191710138430829
1600,0.161061713171617,0.16208508100407,0.165162209687147,0.168321833440406,0.191734518420369
1601,0.161026844441351,0.162094037215046,0.165177853469306,0.168338727419102,0.191758976926972
1602,0.160992279289595,0.16210320347085,0.165193588508715,0.168355642168106,0.191783513803603
1603,0.160958017148203,0.162112579378385,0.165209414634586,0.168372577648547,0.191808128903593
1604,0.160924057450448,0.162122164545534,0.165225331676557,0.168389533821652,0.191832822080639
1605,0.160890399631016,0.162131958581157,0.165241339464693,0.168406510648741,0.191857593188802
1606,0.160857043125997,0.162141961095089,0.16525743782948,0.168423508091234,0.191882442082508
1607,0.160823987372891,0.162152171698138,0.165273626601826,0.168440526110645,0.191907368616543
1608,0.160791231810591,0.162162590002075,0.16528990561306,0.168457564668584,0.191932372646057
1609,0.160758775879389,0.16217321561964,0.165306274694931,0.168474623726757,0.191957454026558
1610,0.160726619020965,0.162184048164536,0.165322733679605,0.168491703246964,0.191982612613915
1611,0.160694760678387,0.162195087251421,0.165339282399667,0.168508803191102,0.192007848264352
1612,0.160663200296105,0.162206332495914,0.165355920688114,0.16852592352116,0.192033160834452
1613,0.160631937319945,0.162217783514583,0.165372648378358,0.168543064199224,0.192058550181152
1614,0.160600971197109,0.162229439924949,0.165389465304227,0.168560225187471,0.192084016161747
1615,0.160570301376165,0.162241301345479,0.165406371299957,0.168577406448174,0.192109558633881
1616,0.160539927307049,0.162253367395586,0.165423366200195,0.168594607943697,0.192135177455553
1617,0.160509848441056,0.162265637695621,0.165440449839999,0.1686118296365,0.192160872485112
